ID,Titre,Créateur,Type,Médium,Année,Année (numérique),Commentaire,Lien,Catégorie 1,Catégorie 2,Catégorie 3,Mots-clés,Émotion 1,Émotion 2,Émotion 3,Émotions,Durée / Dimension
PT-0472,Time Lord,,Jeux vidéo,NES,1990,19.0,"Time Lord est un jeu d’action-aventure où le joueur incarne un héros chargé de voyager à travers le temps pour sauver la Terre. En 2999, des extraterrestres de la planète Drakkon envoient leurs armées dans quatre époques clés de l’histoire humaine pour affaiblir l’humanité. Guidé par le scientifique A. Quantum, le joueur doit explorer ces périodes, combattre les ennemis, résoudre des énigmes et empêcher que le passé ne soit altéré. L’objectif final est de vaincre le Roi de Drakkon avant le 1er janvier 3000 et sauver le futur.",https://www.youtube.com/watch?v=HFAQIK_VL60,temps et espace,manipulations du temps,,"voyage temporel, combat, pouvoir, avenir",excitation,vigilance,,"excitation, vigilance",
PT-0473,The Legend of Zelda: A link to the past,,Jeux vidéo,Super Famicom / Multiple,1991,19.0,"Troisième opus publié de la série, le jeu est un coup de tonnerre à sa sortie. Il représente le nouveau benchmark des jeux de style action-RPG. Dans cet opus, c'est une affaire de descendance qui est en jeu. En effet, Link, le héros de la série, devra sauver Zelda, descendante des Hyliens, peuple élu des dieux. Mais il devra également sauver les 7 descendantes des 7 sages qui participent à l'équilibre du royaume d'Hyrule. Les solutions du présent se trouvent alors dans l'héritage du passé, qu'il s'agit ici de stabiliser.",,temps et identité,temps et sacré,,"mémoire, générations, monde parallèle, puzzle",vigilance,admiration,,"vigilance, admiration",
PT-0474,Dragon Quest 5,,Jeux vidéo,Super Famicom / Multiple,1992,19.0,"Véritable bijou scénaristique de la célèbre licence japonaise, la sortie du
jeu un jeudi avait engendré tellement d’absentéisme que le Japon a forcé
les développeurs de jeux vidéo à sortir leurs jeux les samedis.
Dans celui-ci, le joueur est amené à prendre le contrôle de 3 générations,
commençant l’aventure avec le grand-père, jouant ensuite son fils qui
deviendra adulte, et finissant la partie avec les petits-enfants.",https://www.youtube.com/watch?v=7RhPZk5ORQc,temps et identité,,,"roleplay, générations, vie, mort",tristesse,confiance,,"tristesse, confiance",
PT-0475,Ninja Commando,,Jeux vidéo,Neo Geo,1992,19.0,"Il s'agit d'un jeu d’action à défilement vertical qui intègre un scénario de voyage temporel : trois ninjas d’élite sont envoyés à travers différentes époques pour stopper une organisation terroriste menaçant le monde avec des armes futuristes. Chaque ninja possède des compétences uniques, mêlant armes blanches et pouvoirs spéciaux. Le gameplay rapide combine tirs et combats au corps à corps, avec des graphismes colorés et des animations fluides typiques de la Neo Geo. ",https://www.youtube.com/watch?v=r4wPBCBtloA,temps et espace,,,"voyage temporel, pouvoir, monde parallèle",excitation,vigilance,,"excitation, vigilance",
PT-0476,World Heroes,,Jeux vidéo,Neo Geo,1992,19.0,"World Heroes est un jeu de combat sorti en 1992 sur Neo Geo, développé par ADK et édité par SNK. Le concept repose sur un tournoi organisé à travers différentes époques, rassemblant des combattants historiques et légendaires venus du passé et du futur. Chaque personnage possède des techniques et styles uniques, inspirés de figures célèbres comme Hattori Hanzo ou Jeanne d’Arc. Le gameplay propose des combats rapides avec des coups spéciaux accessibles, et un style arcade classique. Sans rivaliser avec Street Fighter II à l'époque, World Heroes est apprécié pour son univers original mêlant histoire et fantaisie, ainsi que pour sa jouabilité dynamique.",https://www.youtube.com/watch?v=QqWh31kqp7I,temps et identité,manipulations du temps,,"voyage temporel, histoire, combat",excitation,admiration,,"excitation, admiration",
PT-0477,The Legend of Zelda: Link’s Awakening,,Jeux vidéo,GameBoy / Multiple,1993,19.0,"The Legend of Zelda: Link’s Awakening plonge Link dans un monde mystérieux sur l’île de Koholint, qui s’avère être le fruit d’un rêve. Le temps y semble suspendu, avec une atmosphère onirique où réalité et illusion se mêlent. Pour s’échapper de ce rêve, Link doit collecter huit instruments magiques, réveillant ainsi le Poisson-Rêve. Le jeu explore subtilement les thèmes du rêve, de la mémoire et de la temporalité, offrant une aventure à la fois captivante et poétique.",https://www.youtube.com/watch?v=FM49_5P0oDg,temps vécu,temps et rêve,,"rève, mémoire, énigme, roleplay",surprise,nostalgie,,"surprise, nostalgie",
PT-0478,Final Fantasy VI,,Jeux vidéo,Super Famicom / Multiple,1994,19.0,"S'il est un Final Fantasy qui a marqué la série en terme de complexification du scénario, c'est assurément ce 6e opus. La série mondialement célèbre connait en effet un tournant en terme de qualité narrative avec ce jeux aux nombreux protagonistes, aux relations interpersonnelles complexes et avec un discours profond sur la nature humaine.
Bien que le temps ne soit pas présent dans le jeu en terme de voyage temporelle et autre déformations, c'est bien plus la notion de rupture qui est ici présente. Car le temps, c'est une césure, c'est cet instant qui acte la notion d'avant et d'après. Or l'histoire de Final Fantasy VI met ceci de manière exemplaire en exergue car, lorsque le joueur – évoluant dans un monde ""fonctionnel"" durant la première moitié du jeu – pense arriver à la fin du jeu, c'est un chamboulement complet qui s'opère, le transportant dans un monde post-chaos. Ce changement drastique d'ambiance, ce ""après"" que le joueur vit à travers la mort de différents personnages a marqué pour toujours la licence, mettant cette ""rupture"" au coeur des nombreux opus suivant.",https://www.youtube.com/watch?v=wOkScEsyOYQ,représentation du temps,temps vécu,,"roleplay, souvenir, amour, mort",tristesse,peur,,"tristesse, peur",
PT-0479,Chrono Trigger,,Jeux vidéo,Super Famicom / Multiple,1995,19.0,"Qualifié de meilleur jeu de tous les temps dans de nombreux votes, Chrono Trigger ne peut être absent d’une sélection de jeux centrée sur la notion du temps.
Réalisé par la Dream Team des développeurs de jeux des années 90 – pensons à Akira Toriyama, character designer du jeu mais surtout créateur de Dragon Ball ou Hironobu Sakaguchi, scénariste de très nombreux Final Fantasy –, le jeu invite les joueurs à voyager dans le temps afin d’éviter l’apocalypse.
",https://www.youtube.com/watch?v=vqTZfknDVes,représentation du temps,,,"roleplay, générations, voyage temporel, mémoire, pouvoir",tristesse,joie,,"tristesse, joie",
PT-0480,"銀河婦警伝説サファイア

The Legend of the Galaxy Policewomen Sapphire",,Jeux vidéo,Pc Engine,1995,19.0,"Sapphire est un shoot 'em up culte sorti en 1995 sur PC Engine. Son scénario met en scène une unité de police intergalactique en 2092, chargée de traquer des criminels utilisant des portails temporels. Chaque mission se déroule dans une époque différente (passé ou futur), ce qui justifie la variété des décors. Avec ses graphismes proches de la 3D et son action intense, Sapphire repousse les limites techniques de la console. Très rare, il est devenu un symbole de la fin de vie de la PC Engine.",https://www.youtube.com/watch?v=2LPYvRt9HDI,représentation du temps,,,"voyage temporel, avenir, pouvoir",excitation,admiration,,"excitation, admiration",
PT-0481,Time Commando,,Jeux vidéo,Multiple,1996,19.0,"Le joueur incarne Stanley, un pilote piégé dans un programme informatique de simulation temporelle. Pour s’échapper, il doit traverser plusieurs époques — de la préhistoire au futur — en combattant ennemis et obstacles propres à chaque période. Le gameplay mêle combats au corps à corps et armes variées dans des environnements 3D. Ce titre est notable pour son concept original de voyage dans le temps, ses décors variés et son ambiance immersive.",https://www.youtube.com/watch?v=pgvyEHz0aQQ,temps et espace,,,"voyage temporel, pouvoir, monde parallèle",excitation,vigilance,,"excitation, vigilance",
PT-0482,Nights into Dreams,,Jeux vidéo,Sega Saturn,1996,19.0,"Dans ce jeu, le joueur explore le monde des rêves aux côtés de NiGHTS, une entité volante, pour aider deux enfants à surmonter leurs peurs. Au-delà de son gameplay aérien unique, le jeu se distingue par ses fortes thématiques temporelles : chaque niveau est chronométré, symbolisant le temps qui s’écoule dans le rêve, et l’objectif est d’optimiser ses trajectoires pour battre le chrono.
De plus, NiGHTS utilise l’horloge interne de la Saturn pour modifier dynamiquement certains éléments : l'apparence du hub ""Nightopia"" change selon l’heure et la date réelles, et les créatures réagissent à vos performances et au passage du temps. Ces éléments renforcent l’idée d’un monde vivant, en constante évolution, où le temps est à la fois un enjeu de gameplay et un moteur narratif, ancrant encore plus le joueur dans l’univers onirique du jeu.",https://www.youtube.com/watch?v=8cCRExvQI_A,temps et rêve,expérience du temps,,"rêve, illusion, enfance, perdre, monde parallèle",sérénité,admiration,,"sérénité, admiration",
PT-0483,The Legend of Zelda – Ocarina of Time,,Jeux vidéo,Nintendo 64 / Multiple,1998,19.0,"Révolution des jeux d’action-aventure, Ocarina of Time est probablement le plus célèbre épisode de la fameuse licence de Nintendo. 
Amené à jouer un Link – le protagoniste principal – dans son enfance et à l’âge adulte, puis devant explorer le Temple du Temps, le rapport au questions temporelles est aussi présent dans le scénario que dans la mécanique de jeu.
",https://www.youtube.com/watch?v=EfUoDfnH9ew,représentation du temps,manipulations du temps,,"roleplay, mémoire, générations, pouvoir, voyage temporel",surprise,excitation,,"surprise, excitation",
PT-0484,Chrono Cross,,Jeux vidéo,Playstation / Multiple,1999,19.0,"Quatre ans après Chrono Trigger, un nouveau « Chrono » est produit, devenant lui aussi l’emblème de ce que le jeu de rôle peut être sur une console de génération 32 bits.
Mais parce que le temps est au cœur du scénario, il est difficile de dire s’il s’agit d’une suite du jeu précédent, ou s’il est plutôt question d’un monde parallèle en développement. Avec ce titre, le temps et la physique quantique pénètrent les jeux vidéo.
",https://www.youtube.com/watch?v=XaI-h5_Phww,représentation du temps,,,"roleplay, quantique, mémoire",tristesse,joie,,"tristesse, joie",
PT-0485,The Legend of Zelda – Majora's Mask,,Jeux vidéo,Nintendo 64 / Multiple,2000,20.0,"Sorti deux après l’épisode précédent, Majora’s Mask se présente comme la suite directe du jeu précédent et ce, quand bien même on y joue un Link enfant, alors qu’il était devenu le « héros du temps » à la fin de l’opus précédent.
Au cœur du gameplay, l’ocarina permet ici aussi de contrôler la temporalité des trois jours qui se répètent sans cesse et à la fin desquels, sans le héros, le monde serait détruit par une lune s’écrasant sur ce dernier.",https://www.youtube.com/watch?v=fTv_p5hEu0A,représentation du temps,,,"roleplay, pouvoir",excitation,peur,,"excitation, peur",
PT-0486,"ぼくのなつやすみ (licence)

My Summer Vacation",,Jeux vidéo,Playstation,2000,20.0,"Boku no Natsuyasumi est un jeu d'aventure sorti en 2000 sur PlayStation. Il raconte les vacances d'été d’un jeune garçon, Boku, chez son oncle à la campagne japonaise en 1975, comme si c'était l'adulte qu'il est devenu qui se souvient de sa jeunesse. Le joueur explore la nature, attrape des insectes, pêche, et vit des petits événements du quotidien. Le jeu mise sur la nostalgie, la contemplation et le rythme lent, évoquant l’insouciance de l’enfance. Véritable ode à l’été japonais rural, il est devenu un classique culte au Japon pour son ambiance apaisante et immersive.",https://www.youtube.com/watch?v=B2rUBrtTP5o,temps vécu,expérience du temps,,"enfance, souvenir, nature, rêve, temps du coeur",nostalgie,sérénité,,"nostalgie, sérénité",
